event_id,date,year,month,theater_standard,theater_raw,air_force,command_or_task_force,sub_region,mission_number,aircraft_models,has_claims,has_losses,has_casualties,event_text
EVT_19421222_01731,1942-12-22,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, B-26, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, a solid overcast prevents B-17s from bombing Bizerte or alternate targets of Sousse and Sfax.  P-40s shoot up a train in Kairouan and destroy trucks on the Sfax-Faid road.  F-4s continue reconnaissance bwteen Bizerte and the Gabes-Medenine area. On the ground, the British 5 Corps of the First Army renews the drive on Tunis.  2 Coldstream Guards attack Djebel el Ahmera (Longstop Hill) northeast of Medjez el Bab. The 432d Bombardment Squadron (Medium), 17th Bombardment Group (Medium) with B-26s establishes HQ at Telergma, Algeria upon arrival from the US."
EVT_19421223_01737,1942-12-23,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"SPITFIRE, B-26, P-38, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, total cloud cover causes B-17s, escorted by P-38s, to abort the bombing mission against Tunis and Bizerte Airfields. On the ground, elements of the US 1st Infantry Division, after relieving 2 Coldstream Guards on Djebel el Ahmera, are forced to withdraw by a German counterattack. In Algeria, Spitfires fly routine patrol over the Oran-Tafaraoui area. The 34th Bombardment Squadron (Medium), 17th Bombardment Group (Medium) with B-26s establishes HQ at Telergma, Algeria upon arrival from the US."
EVT_19421224_01744,1942-12-24,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,B-24,0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Tunisia, B-24s sent to bomb Tunis abort due to weather. In Italy, B-24s attack the harbor at Naples during the night of 23/24 Dec; one aircraft bombs Taranto."
EVT_19421224_01745,1942-12-24,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Algeria,,"P-40, B-26, P-38",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Algeria, French Admiral Jean Darlan is assassinated in Algiers; General Henry Giraud becomes acting French ruler of African colonies. In Tunisia, four P-40s attack a bridge north of Gabes. During a conference with Lieutenant General Eisenhower, Lieutenant General Sir Kenneth A Anderson, Commanding General British First Army, decides to cease the attack on Tunis until after the rainy season.  On the ground, British forces retake positions on Djebel el Ahmera. HQ 33d Fighter Group transfers from French Morocco to Telergma, Algeria. HQ 95th Bombardment Squadron (Medium), 17th Bombardment Group (Medium) with B-26s is established at Telergma, Algeria upon arrival from the US. The squadron will enter combat on 30 Dec. HQ 95th, 96th and 97th Fighter Squadrons, 82d Fighter Group with P-38s is established at Tafaraoui, Algeria upon arrival from the UK.  The squadrons will enter combat tomorrow."
EVT_19421225_01752,1942-12-25,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, P-38",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, P-40s bomb a troop concentration at Sfax while P-38s sent to bomb a convoy off northern Tunisia fail to sight any ships. On the ground, the Germans retake Djebel el Ahmera. HQ 12th Photographic Reconnaissance Squadron, 3d Photographic Group with F-4s moves from French Morocco to Algiers, Algeria."
EVT_19421226_01759,1942-12-26,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,B-24,0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Tunisia, B-24s are dispatched agains Tunis harbor during the night of 26/27 Dec; three hit the primary target while two others bomb Sousse and Sfax."
EVT_19421226_01760,1942-12-26,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"C-47, P-40, P-38, A-20, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-17s, with fighter escort, hit the harbor and shipping at Bizerte; heavy AA and fighter attacks account for two B-17s and two P-38s shot down; P-38s claim two Fw 190s destroyed.  Other B-17s, with P-40 escort, bomb the harbor and shipping at Sfax; three enemy vessels are claimed sunk.  P-38s on reconnaissance attack locomotives and motor vehicles south of Tunis and west of Sousse.  P-40s strafe barges off Sousse, destroying one of them, and strafe ground targets during reconnaissance over the Kairouan-Sousse-Kasserine area.  During the night of 26/27 Dec, C-47s drop a detachment of US paratroops at a bridge north of El Djem. HQ 27th Bombardment Group (Light) and its 16th, 17th and 91st Bombardment Squadrons (Light) with A-20s is established at Ste-Barbe-du-Tlelat, Algeria upon arrival from the US.  The group will enter combat on 6 Jun 43."
EVT_19421227_01766,1942-12-27,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, SPITFIRE, P-38, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-17s, escorted by P-38s, bomb the shipping and dock facilities at Sousse, damaging docks and warehouses and claiming direct hits on four vessels while P-38s and P-40s fly several reconnaissance missions. In Algeria, Spitfires patrol Oran and Bone. On the ground, the British First Army repels an attack in the Medjez el Bab area."
EVT_19421228_01772,1942-12-28,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,B-24,0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Tunisia, during the night of 27/28 Dec and also during the day, B-24s, including RAF Liberators under IX Bomber Command operational control, bomb the harbor at Sousse, hitting vessels and dock installations. On the ground, British Army patrols reach a point east of Buerat, overlooking Wadi el Chebir, without opposition."
EVT_19421228_01773,1942-12-28,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, SPITFIRE, P-38, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-17s bomb the dock and harbor installations at Sousse. while P-38s fly escort; P-38s and P-40s on patrol and reconnaissance missions claim four enemy aircraft downed in combat and several vehicles destroyed at various points; and F-4s fly reconnaissance over the Tunis, Sousse and Sfax areas. In Algeria, Spitfires patrol the Oran and Bone areas."
EVT_19421229_01779,1942-12-29,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,B-24,0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Tunisia, B-24s sent to bomb Tunis harbor during the night of 29/30 Dec find the target obscured by clouds and attack Sousse instead."
EVT_19421229_01780,1942-12-29,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, A-20, P-38, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-17s attack Sousse docks and harbor; P-38s provide escort. DB-7s and A-20 hit bridges at La Hencha while escorting P-40s strafe flatcars and a locomotive at Sainte-Juliette.  P-38s attack a tank depot southeast of Pont-du-Fahs; DB-7s and A-20s follow with an attack on the same target. P-38s and P-40s fly reconnaissance missions and patrols over wide areas of Algeria and Tunisia."
EVT_19421230_01787,1942-12-30,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, P-38, A-20, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-17s with P-38 escort, attack docks and the marshaling yard at Sfax; B-25s, escorted by P-38s, follow with an attack on the same marshaling yard.  DB-7s hit a troop concentration near Gabes, this attack being followed by an A-20 raid on the airfield.  During the afternoon, more DB-7s, with P-38 and P-40 escort, hit Gabes, concentrating on the airfield. A-20s hit a fuel dump at El Aouinet; on the return flight, escorting P-40s strafe near El Guettar.  P-40s and F-4s fly uneventful reconnaissance missions. In Libya, P-38s fly two reconnaissance missions to Tripoli, one flight destroying several truck on the return trip."
EVT_19421231_01793,1942-12-31,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,B-24,0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Tunisia, B-24s, including RAF Liberators, bomb shipping and the dock area at Sfax with good results."
EVT_19421231_01794,1942-12-31,1942,12,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, B-26, P-38, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, light bombers, with fighter escort, make two attacks on Sousse, bombing the railroad yards and docks.  Escorted B-17s hit the harbor area of Sfax while B-26s, with fighter escort, hit the airfield area at Gabes and shipping and rail bridges in the Bizerte-Tunis area.  P-38s and P-40s, flying reconnaissance, destroy several vehicles."
EVT_19431201_01807,1943-12-01,1943,12,OTHER,"STRATEGIC OPERATIONS (Fifteenth Air Force): In Italy, 100+ B-17's bomb the",Fifteenth Air Force,VIII Bomber Command,,,"B-26, P-38, B-24, B-17",1,0,0,"Turin ball bearing works and marshalling yard; escorting P-38's battle enemy fighters without either losses or victories; the B-17's claim 2 enemy fighters shot down; B-24's and other P-38's are recalled because of weather; B-26's, with fighter escort, attack bridges and railroad facilities at Aulla, Cecina, and Sestri Levante. HQ Fifteenth Air Force and 5th Bombardment Wing transfer from Tunis, Tunisia to Bari and Foggia, Italy, respectively."
EVT_19431201_01808,1943-12-01,1943,12,OTHER,TACTICAL OPERATIONS (Twelfth Air Force): B-25's bomb gun positions in the,Twelfth Air Force,VIII Bomber Command,,,SPITFIRE,0,0,0,"Sant' Ambrogio area; fighter-bombers, including some Royal Air Force (RAF), Royal Australian Air Force (RAAF) and South African Air Force (SAAF) aircraft, hit trucks, gun positions, and other military targets E of Casoli, at Lanciano, near Guardiagrele, W of Mignano, W of Minturno, and near Chieti. Several of these missions are in support of the US Fifth and British Eighth Armies. During the month of Dec 43, HQ XII Bomber Command transfers from Tunis, Tunisia to Bari, Italy. HQ 52d Fighter Group and it's 5th Fighter Squadron transfer from Boccadifalco and Bo Rizzo, Sicily respectively to Corsica with Spitfires."
EVT_19431202_01814,1943-12-02,1943,12,OTHER,"STRATEGIC OPERATIONS (Fifteenth Air Force): In Italy, B-24's, with fighter",Fifteenth Air Force,VIII Bomber Command,,,"B-26, B-17",0,0,0,"escort, bomb the town area, railroad bridge and marshalling yard at Bolzano; B-26's achieve excellent results in a raid on a bridge S of Orvieto and the marshalling yard at Arezzo. B-17's blast submarine pens at Marseilles, France. HQ 2d Bombardment Group (Heavy) transfers from Massicault to Bizerte, Tunisia."
EVT_19431205_01838,1943-12-05,1943,12,OTHER,STRATEGIC OPERATIONS (Fifteenth Air Force): The 37th and 95th Bombardment,Fifteenth Air Force,VIII Bomber Command,Tunisia,,B-26,0,0,0,"Squadrons (Medium), 17th Bombardment Group (Medium), transfer from Djedeida, Tunisia to Villacidro, Sardinia with B-26's."
EVT_19431209_01865,1943-12-09,1943,12,OTHER,STRATEGIC OPERATIONS (Fifteenth Air Force): P-38's carry out weather,Fifteenth Air Force,,,,"P-40, B-26, P-38, B-24, B-17",0,0,0,"reconnaissance over the Adriatic Sea; B-17's of the 2d and 99th Bombardment Groups (Heavy) are recalled because of weather; all groups of the 47th (B-24) and 42d (B-26) Bombardment Wings cancel operations. HQ 2d Bombardment Group (Heavy) and it's 429th Bombardment Squadron (Heavy) transfer from Bizerte, Tunisia to Amendola, Italy with B-17's. The 27th Fighter Squadron, 1st Fighter Group, transfers from Monserrato, Sardinia to Gioia del Colle, Italy with P-38's. The 318th and 319th Fighter Squadrons, 325th Fighter Group, transfer from Soliman, Tunisia to Foggia, Italy with P-40's. The 342d Bombardment Squadron (Heavy), 97th Bombardment Group (Heavy), transfers from Depienne, Tunisia to Cerignola, Italy with B-17's. The 352d Bombardment Squadron (Heavy), 301st Bombardment Group (Heavy), transfers from Oudna, Tunisia to Cerignola, Italy with B-17's."
EVT_19431211_01879,1943-12-11,1943,12,OTHER,STRATEGIC OPERATIONS (Fifteenth Air Force): All operations except weather,Fifteenth Air Force,VIII Bomber Command,Tunisia,,B-17,0,0,0,"reconnaissance are cancelled or recalled because of bad weather. HQ 99th Bombardment Group (Heavy) transfers from Oudna, Tunisia to Tortorella Airfield, Italy. HQ 325th Fighter Group transfers from Soliman, Tunisia to Foggia, Italy. The 32d Bombardment Squadron (Heavy), 301st Bombardment Group (Heavy), transfers from Oudna, Tunisia to Cerignola, Italy with B-17's. The 414th Bombardment Squadron (Heavy), 97th Bombardment Group (Heavy), transfers from Depienne, Tunisia to Cerignola, Italy with B-17's."
EVT_19431212_01888,1943-12-12,1943,12,OTHER,STRATEGIC OPERATIONS (Fifteenth Air Force): Operations are limited to,Fifteenth Air Force,VIII Bomber Command,Tunisia,,"P-38, B-17",0,0,0,"weather reconnaissance. HQ 14th Fighter Group and it's 37th Fighter Squadron transfer from Ste-Marie-du-Zit, Tunisia to Triolo Airfield, Italy with P-38's. The 341st Bombardment Squadron (Heavy), 97th Bombardment Group (Heavy), transfers from Depienne, Tunisia to Cerignola, Italy with B-17's."
EVT_19431213_01897,1943-12-13,1943,12,OTHER,STRATEGIC OPERATIONS (Fifteenth Air Force): Operations are restricted to,Fifteenth Air Force,VIII Bomber Command,Tunisia,,B-17,0,0,0,"weather reconnaissance. The 346th, 347th and 348th Bombardment Squadrons (Heavy), 99th Bombardment Group (Heavy), transfer from Oudna, Tunisia to Tortorella Airfield, Italy with B-17's."
EVT_19430202_02361,1943-02-02,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, B-26, A-20, P-39, B-25",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-25s and B-26s, in coordinated attacks, bomb El Maou Airfield at Sfax.  A-20s, with P-40s and P-39s escorting, bomb a munitions dump in the battle area.  Other fighters fly cover missions for ground forces along the battleline and carry out reconnaissance operations."
EVT_19430203_02366,1943-02-03,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"B-26, B-25, A-20",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-26s attack Gabes and vessels between Tunisia and Sicily. B-25s hit bridges over the river north of Maknassy, damaging the railroad bridge.  A-20s hit tanks and vehicles further north, and attack a large howitzer and numerous trucks east of Ousseltia. The 81st Bombardment Squadron (Medium), 12th Bombardment Group (Medium) with B-25s transfers from Tmed El Chel, Libya to Berteaux, Algeria.  These units are attached to the XII Air Support Command."
EVT_19430204_02373,1943-02-04,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,,,"C-47, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): The North African Theater of Operations, US Army is established with Lieutenant General Dwight D. Eisenhower as commander.  (Also see European Theater of Operations above.) In Tunisia, B-17s hit Gabes Airfield and a landing ground west of the town.  Weather prevents completion of a medium bomber mission against a landing ground further southwest.  Fighters escort the bombers and C-47s and fly reconnaissance over the battle area."
EVT_19430205_02378,1943-02-05,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,C-47,0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, bad weather cancels heavy and medium bomber missions. Fighter fly reconnaissance missions (strafing trucks near Jabal Ash Shamsi), local patrols and escort for C-47s."
EVT_19430206_02384,1943-02-06,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,XII Bomber Command,Tunisia,,"P-40, SPITFIRE, P-39",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, XII Bomber Command cancels missions because of weather. P-40s and P-39s fly reconnaissance and strafing missions between Sidi bou Zid and Sfax.  Spitfires escort transport and evacuation missions. The Luftwaffe attacks an Allied convoy between Oran and Algiers and badly damages some ships. The 308th and 309th Fighter Squadrons, 31st Fighter Group with Spitfire Mk Vs transfer from Tafaraoui, Algeria and La Senia, Algeria respectively to Thelepte, Tunisia."
EVT_19430208_02394,1943-02-08,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Italy,,"B-26, B-24, A-20, B-25, B-17",0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Italy, B-24s attack ferry installations at Messina. WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-17s bomb the docks and shipping at Sousse; B-26s and B-25s bomb Gabes Airfield, also hitting the nearby marshalling yard.  Two forces of A-20s attack a vehicle and troop concentration east of Faid. Fighters escort the bomber missions, strafe the Sened-Maknassy area and the landing ground at Kebili, and fly routine reconnaissance and patrols. HQ 33d Fighter Group transfers from Thelepte, Tunisia to Youks-les- Bains, Algeria for R&R.  The group is short of pilots and has only 13 P-40Fs left after continuous combat since Nov 42.  The group's 3 squadrons, the 58th, 59th and 60th Fighter Squadrons, all transfer this week. HQ 97th Bombardment Group (Heavy) and its 340th and 341st Bombardment Squadrons (Heavy) with B-17s transfer from Biska, Algeria to Chateau-du- Rhumel, Algeria."
EVT_19430209_02399,1943-02-09,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,B-17,0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-17s bomb Kairouan Airfield.  Fighters strafe AA and machineguns and trucks in the Faid Pass, buildings near Mezzouna, trucks in the Station de Sened area, and fly escort and reconnaissance missions."
EVT_19430210_02405,1943-02-10,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Sicily,,B-24,0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Sicily, B-24s sent to attack Palermo are forced to abort due to bad weather.  They jettison their bombs or return to base with them.  One aircraft scores a direct hit on a Sicilian highway. In Libya, rainfall delays the British Eighth Army assault on the Mareth Line positions at Ben Gardane. HQ 376th Bombardment Group (Heavy) and its 512th, 513th and 514th Bombardment Squadrons (Heavy) with B-24s transfer from Abu Sueir, Egypt to Gambut, Libya."
EVT_19430210_02406,1943-02-10,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, SPITFIRE, P-39, B-25",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In the Mediterranean, B-25s attack shipping between Tunisia and Sicily, claiming 1 vessel sunk and another badly damaged. In Tunisia, weather cancels heavy and medium bomber missions.  P-39s and Spitfires of the XII Air Support Command strafe gun batteries, machinegun nests, vehicles and troops in the Maknassy-Station de Sened-Bou Hamran area. The 59th Fighter Squadron, 33d Fighter Group with P-40s transfers from Thelepte, Tunisia to Youks-les-Bains, Algeria."
EVT_19430211_02410,1943-02-11,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,A-20,0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): Bad weather cancels all heavy and medium bomber missions. In Tunisia, A-20s hit Station de Sened.  Fighters escort light bombers and transports, and fly reconnaissance and patrols. A detachment of the 111th Observation Squadron, 68th Observation Group based at Oujda, French Morocco with A-20s begins operating from La Senia, Algeria."
EVT_19430212_02417,1943-02-12,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"C-47, P-39, A-20",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, heavy and medium bomber missions are cancelled due to weather.  A-20s attack gun installations west of Station de Sened. Fighters escort A-20s and C-47s, and fly routine patrols. The 347th Fighter Squadron, 350th Fighter Group with P-39s and P-400s transfers from Oujda, French Morocco to La Senia, Algeria."
EVT_19430213_02424,1943-02-13,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, B-26, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-26s bomb El Aouina Airfield.  Fighters escort the B-26s, strafe tanks near Station de Sened, and destroy several trucks and staff cars in the Faid area. The 59th Fighter Squadron, 33d Fighter Group with P-40s transfers from Thelepte, Tunisia to Youks-les-Bains, Algeria. The 414th Bombardment Squadron (Heavy), 97th Bombardment Group (Heavy) with B-17s transfers from Biskra, Algeria to Chateaudun-du-Rhumel, Algeria."
EVT_19430214_02430,1943-02-14,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-38, P-39, B-25, A-20",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In the Mediterranean, B-25s on a shipping strike return with their bombs when no vessels are sighted. In Tunisia, all heavy and medium bomber missions are cancelled by bad weather.  Fighters strafe vehicles and gun emplacements in the El Guettar-Sened-Maknassy areas, and hit tanks and trucks near Sisi Saad. A-20s bomb tanks in the Faid Pass, trucks near Maknassy and southwest of Faid, the town of Maknassy, and railroad yards at Station de Sened.  Enemy ground forces, both armored and infantry, begin a drive, supported by artillery and dive bombers, against Allied forces east of Sidi bou Zid. HQ 350th Fighter Group transfers from Oujda, French Morocco to Oran, Algeria. The group's 345th and 346th Fighter Squadrons with P-39s and P-400s transfer from Oujda to La Senia, Algeria. The 94th Fighter Squadron, 1st Fighter Group with P-38s transfers from Biskra, Tunisia to Chateaudun-du-Rhumel, Algeria."
EVT_19430215_02437,1943-02-15,1943,2,OTHER,"tactical operations in the Western Desert, this new organization, with HQ at",Ninth Air Force,,Libya,,B-24,0,0,0,"Tripoli, Libya, supervises, operationally and administratively, all Ninth Air Force units west of, and including, Marble Arch.  In addition, General Strickland is commander of US troops in the area. In Italy, B-24s attack the harbor at Naples, scoring direct hits on 2 vessels. In Libya, British Army ground forces resume operations toward the Mareth Line as weather improves. Colonel Hugo P Rush succeeds Brigadier General Patrick W Timberlake as Commanding Officer of IX Bomber Command, which transfers from Ismailia, Egypt to Bengasi, Libya."
EVT_19430215_02438,1943-02-15,1943,2,OTHER,"tactical operations in the Western Desert, this new organization, with HQ at",Twelfth Air Force,,Sicily,,"A-20, B-26, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Sicily, B-17s hits the harbor and shipping at Palermo. In Tunisia, B-25s and B-26s attack Kairouan Airfield.  Fighters support Allied ground forces being pushed back from the Faid-Sidi bou Zid area to positions at Sbeitla, Kasserine and Feriana.  Enemy troops, vehicles, gun positions, and tanks are repeatedly attacked. Fighters hit similar targets in the Gafsa-Bou Hamran area. Because of the German advance in Tunisia, the forward air base at Sbeitla, Tunisia is evacuated. The 97th Bombardment Squadron (Light), 47th Bombardment Group (Light) with A-20s transfers from Thelepte, Tunisia to Youks-les-Bains, Algeria due to the German assault."
EVT_19430216_02444,1943-02-16,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Crete,,"B-24, B-25",0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Crete, RAF Liberators under operational control of the IX Bomber Command bomb Heraklion Airfield during the night of 16/17 Feb. In Tunisia, the British Eighth Army's 7 Armored Division drives into Ben Gardane, an outpost of the Mareth Line. The 83d and 434th Bombardment Squadrons (Medium), 12 Bombardment Group (Medium) with B-25s transfer from Gambut, Libya to Castel Benito, Libya. The 345th Bombardment Squadron (Heavy), 98th Bombardment Group (Heavy) with B-24s transfers from Tobruk, Libya to Benina, Libya."
EVT_19430216_02445,1943-02-16,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"B-25, A-20",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In the Mediterranean, B-25s dispatched on a shipping mission abort due to weather. In Tunisia, all heavy and medium bomber operations are cancelled due to weather.  A-20s, in support of hard-pressed Allied ground forces, bomb gun positions west of Sidi bou Zid.  Fighters fly repeated strafing missions against troops and vehicles in the Gafsa area. The 85th Bombardment Squadron (Light), 47th Bombardment Group (Light) with A-20s transfers from Thelepte, Tunisia to Youks-les-Bains, Algeria due to the German assault."
EVT_19430217_02451,1943-02-17,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,,,"SPITFIRE, P-40, B-26, P-38, A-20, P-39, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): The Twelfth Air Force and other organizations of the Allied Air Force are transferred to the North African Air Force (NAAF) which supplants the Allied Air Force.  NAAF, in turn, becomes part of the Mediterranean Air Command (MAC), a new air command which comes into existence on this date with RAF Air Chief Marshall Arthur Tedder as commander.  MAC also includes the RAF Middle East Air Command (later RAF, Middle East) and the RAF Malta Air Command (later RAF, Malta).  The Commanding General of NAAF is General Carl Spaatz, USAAF. In Sardinia, over 40 B-17s bomb Elmas Airfield;  B-25s and B-26s hit the Villacidro and Decimomannu Airfields. In Tunisia, fighters escort bombers and support ground forces in the Sbeitla-Kasserine-Feriana area.  The fighters, along with A-20s, attack and destroy numerous tanks, trucks and other vehicles moving against hard- pressed British First Army forces. The two airfields at Thelepte, with 124 operational aircraft on the, are abandoned because of the German advance.  Eighteen unflyable aircraft are burned after 60,000 gallons (227,100 liters) of aviation fuel are poured on them. HQ 31st Fighter Group transfers from Thelepte, Tunisia to Youks-les- Bains, Algeria.  The group's 307th, 308th and 309th Fighter Squadrons with Spitfire Mk Vs transfer from Thelepte to Tebessa, Algeria. HQ 81st Fighter Group and its 91st and 92d Fighter Squadrons with P-39s transfer from Thelepte, Tunisia to Le Kouif Airfield, Algeria. The 60th Fighter Squadron, 33d Fighter Group with P-40s transfers from Youks-les-Bains, Algeria to Telergma, Algeria. The 71st Fighter Squadron, 1st Fighter Group with P-38s transfers from Biskra, Algeria to Chateaudun-du-Rhumel, Algeria."
EVT_19430218_02456,1943-02-18,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NAAF,,,,"P-38, B-17",0,0,0,"WESTERN MEDITERRANEAN (North African Air Force) HQ North African Air Force (NAAF) is set up under General Carl Spaatz, USAAF, and the Twelfth Air Force becomes a paper outfit.  Six principal subordinate commands are specified, i.e.: North African Air Support Command (NAASC) North African Coastal Air Force (NACAF) North African Photographic Reconnaissance Wing (NAPRW) North African Strategic Air Force (NASAF) North African Training Command (NATC) Twelfth Air Force Units assigned to NAAF described above are: NAASC: XII Air Support Command [33d and 81st Fighter Groups and 47th Bombardment Group (Light)] NACAF: XII Fighter Command (31st, 52d and 350th Fighter Groups) NAPRW: 3d Photographic Group NASAF: XII Bomber Command [97th and 301st Bombardment Groups (Heavy); 17th, 310th and 319th Bombardment Groups (Medium); 1st, 14th and 82d Fighter Groups; and the 68th Observation Group] NATC: 15th Bombardment Squadron (Light) In Algeria, weather cancels heavy and medium bomber operations. In Tunisia, fighters provide direct support for the British First Army in the Sbeitla-Kasserine-Feriana areas. HQ 1st Fighter Group and it's 27th Fighter Squadron P-38s transfers from Biskra, Algeria to Chateaudun-du-Rhumel, Algeria. The 342d Bombardment Squadron (Heavy), 97th Bombardment Group (Heavy) with B-17s transfers from Biskra, Algeria to Chateaudun-du-Rhumel, Algeria."
EVT_19430219_02462,1943-02-19,1943,2,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,"P-39, B-25, A-20",0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Tunisia, B-25s bomb the Gabes western area through heavy clouds. WESTERN MEDITERRANEAN (North African Air Force) In Algeria, weather prevents heavy and medium bomber operations. In Tunisia, fighters and A-20s of the XII Air Support Command are grounded and unable to support ground forces as the enemy opens an attack on Kasserine with infantry and tanks supported by artillery. The 93d Fighter Squadron, 81st Fighter Group with P-39s transfers from Port Lyautey, French Morocco to Berteaux, Algeria."
